it_infinitive,en_infinitive,tense,1s,2s,3s,1p,2p,3p
PARTIRE,"TO DIVIDE, TO LEAVE",IMPERFETTO CONGIUNTIVO,PARTISSI,PARTISSI,PARTISSE,PARTISSIMO,PARTISTE,PARTISSERO
PARTIRE,"TO DIVIDE, TO LEAVE",PASSATO CONGIUNTIVO,ABBIA PARTITO,ABBIA PARTITO,ABBIA PARTITO,ABBIAMO PARTITO,ABBIATE PARTITO,ABBIANO PARTITO
PARTIRE,"TO DIVIDE, TO LEAVE",TRAPASSATO CONGIUNTIVO,AVESSI PARTITO,AVESSI PARTITO,AVESSE PARTITO,AVESSIMO PARTITO,AVESTE PARTITO,AVESSERO PARTITO
PARTIRE,"TO DIVIDE, TO LEAVE",PRESENTE CONDIZIONALE,PARTIREI,PARTIRESTI,PARTIREBBE,PARTIREMMO,PARTIRESTE,PARTIREBBERO
PARTIRE,"TO DIVIDE, TO LEAVE",PASSATO CONDIZIONALE,AVREI PARTITO,AVRESTI PARTITO,AVREBBE PARTITO,AVREMMO PARTITO,AVRESTE PARTITO,AVREBBERO PARTITO
PARTIRE,"TO DIVIDE, TO LEAVE",IMPERATIVO,,PARTISCI,PARTISCA,PARTIAMO,PARTITE,PARTISCANO
DORMIRE,TO SLEEP,PRESENTE,DORMO,DORMI,DORME,DORMIAMO,DORMITE,DORMONO
DORMIRE,TO SLEEP,IMPERFETTO,DORMIVO,DORMIVI,DORMIVA,DORMIVAMO,DORMIVATE,DORMIVANO
DORMIRE,TO SLEEP,PASSATO REMOTO,DORMII,DORMISTI,DORMÌ,DORMIMMO,DORMISTE,DORMIRONO
DORMIRE,TO SLEEP,FUTURO SEMPLICE,DORMIRÒ,DORMIRAI,DORMIRÀ,DORMIREMO,DORMIRETE,DORMIRANNO
DORMIRE,TO SLEEP,PASSATO PROSSIMO,HO DORMITO,HAI DORMITO,HA DORMITO,ABBIAMO DORMITO,AVETE DORMITO,HANNO DORMITO
DORMIRE,TO SLEEP,TRAPASSATO PROSSIMO,AVEVO DORMITO,AVEVI DORMITO,AVEVA DORMITO,AVEVAMO DORMITO,AVEVATE DORMITO,AVEVANO DORMITO
DORMIRE,TO SLEEP,TRAPASSATO REMOTO,EBBI DORMITO,AVESTI DORMITO,EBBE DORMITO,AVEMMO DORMITO,AVESTE DORMITO,EBBERO DORMITO
DORMIRE,TO SLEEP,FUTURO ANTERIORE,AVRÒ DORMITO,AVRAI DORMITO,AVRÀ DORMITO,AVREMO DORMITO,AVRETE DORMITO,AVRANNO DORMITO
DORMIRE,TO SLEEP,PRESENTE CONGIUNTIVO,DORMA,DORMA,DORMA,DORMIAMO,DORMIATE,DORMANO
DORMIRE,TO SLEEP,IMPERFETTO CONGIUNTIVO,DORMISSI,DORMISSI,DORMISSE,DORMISSIMO,DORMISTE,DORMISSERO
DORMIRE,TO SLEEP,PASSATO CONGIUNTIVO,ABBIA DORMITO,ABBIA DORMITO,ABBIA DORMITO,ABBIAMO DORMITO,ABBIATE DORMITO,ABBIANO DORMITO
DORMIRE,TO SLEEP,TRAPASSATO CONGIUNTIVO,AVESSI DORMITO,AVESSI DORMITO,AVESSE DORMITO,AVESSIMO DORMITO,AVESTE DORMITO,AVESSERO DORMITO
DORMIRE,TO SLEEP,PRESENTE CONDIZIONALE,DORMIREI,DORMIRESTI,DORMIREBBE,DORMIREMMO,DORMIRESTE,DORMIREBBERO
DORMIRE,TO SLEEP,PASSATO CONDIZIONALE,AVREI DORMITO,AVRESTI DORMITO,AVREBBE DORMITO,AVREMMO DORMITO,AVRESTE DORMITO,AVREBBERO DORMITO
DORMIRE,TO SLEEP,IMPERATIVO,,DORMI,DORMA,DORMIAMO,DORMITE,DORMANO
VIVERE,TO LIVE,PRESENTE,VIVO,VIVI,VIVE,VIVIAMO,VIVETE,VIVONO
VIVERE,TO LIVE,IMPERFETTO,VIVEVO,VIVEVI,VIVEVA,VIVEVAMO,VIVEVATE,VIVEVANO
VIVERE,TO LIVE,PASSATO REMOTO,VISSI,VIVESTI,VISSE,VIVEMMO,VIVESTE,VISSERO
VIVERE,TO LIVE,FUTURO SEMPLICE,VIVRÒ,VIVRAI,VIVRÀ,VIVREMO,VIVRETE,VIVRANNO
VIVERE,TO LIVE,PASSATO PROSSIMO,SONO VISSUTO/A,SEI VISSUTO/A,È VISSUTO/A,SIAMO VISSUTI/E,SIETE VISSUTI/E,SONO VISSUTI/E
VIVERE,TO LIVE,TRAPASSATO PROSSIMO,ERO VISSUTO/A,ERI VISSUTO/A,ERA VISSUTO/A,ERAVAMO VISSUTI/E,ERAVATE VISSUTI/E,ERANO VISSUTI/E
VIVERE,TO LIVE,TRAPASSATO REMOTO,FUI VISSUTO/A,FOSTI VISSUTO/A,FU VISSUTO/A,FUMMO VISSUTI/E,FOSTE VISSUTI/E,FURONO VISSUTI/E
VIVERE,TO LIVE,FUTURO ANTERIORE,SARÒ VISSUTO/A,SARAI VISSUTO/A,SARÀ VISSUTO/A,SAREMO VISSUTI/E,SARETE VISSUTI/E,SARANNO VISSUTI/E
VIVERE,TO LIVE,PRESENTE CONGIUNTIVO,VIVA,VIVA,VIVA,VIVIAMO,VIVIATE,VIVANO
VIVERE,TO LIVE,IMPERFETTO CONGIUNTIVO,VIVESSI,VIVESSI,VIVESSE,VIVESSIMO,VIVESTE,VIVESSERO
VIVERE,TO LIVE,PASSATO CONGIUNTIVO,SIA VISSUTO/A,SIA VISSUTO/A,SIA VISSUTO/A,SIAMO VISSUTI/E,SIATE VISSUTI/E,SIANO VISSUTI/E
VIVERE,TO LIVE,TRAPASSATO CONGIUNTIVO,FOSSI VISSUTO/A,FOSSI VISSUTO/A,FOSSE VISSUTO/A,FOSSIMO VISSUTI/E,FOSTE VISSUTI/E,FOSSERO VISSUTI/E
VIVERE,TO LIVE,PRESENTE CONDIZIONALE,VIVREI,VIVRESTI,VIVREBBE,VIVREMMO,VIVRESTE,VIVREBBERO
VIVERE,TO LIVE,PASSATO CONDIZIONALE,SAREI VISSUTO/A,SARESTI VISSUTO/A,SAREBBE VISSUTO/A,SAREMMO VISSUTI/E,SARESTE VISSUTI/E,SAREBBERO VISSUTI/E
VIVERE,TO LIVE,IMPERATIVO,,VIVI,VIVA,VIVIAMO,VIVETE,VIVANO
CONOSCERE,TO KNOW,PRESENTE,CONOSCO,CONOSCI,CONOSCE,CONOSCIAMO,CONOSCETE,CONOSCONO
CONOSCERE,TO KNOW,IMPERFETTO,CONOSCEVO,CONOSCEVI,CONOSCEVA,CONOSCEVAMO,CONOSCEVATE,CONOSCEVANO
CONOSCERE,TO KNOW,PASSATO REMOTO,CONOBBI,CONOSCESTI,CONOBBE,CONOSCEMMO,CONOSCESTE,CONOBBERO
CONOSCERE,TO KNOW,FUTURO SEMPLICE,CONOSCERÒ,CONOSCERAI,CONOSCERÀ,CONOSCEREMO,CONOSCERETE,CONOSCERANNO
CONOSCERE,TO KNOW,PASSATO PROSSIMO,HO CONOSCIUTO,HAI CONOSCIUTO,HA CONOSCIUTO,ABBIAMO CONOSCIUTO,AVETE CONOSCIUTO,HANNO CONOSCIUTO
CONOSCERE,TO KNOW,TRAPASSATO PROSSIMO,AVEVO CONOSCIUTO,AVEVI CONOSCIUTO,AVEVA CONOSCIUTO,AVEVAMO CONOSCIUTO,AVEVATE CONOSCIUTO,AVEVANO CONOSCIUTO
CONOSCERE,TO KNOW,TRAPASSATO REMOTO,EBBI CONOSCIUTO,AVESTI CONOSCIUTO,EBBE CONOSCIUTO,AVEMMO CONOSCIUTO,AVESTE CONOSCIUTO,EBBERO CONOSCIUTO
CONOSCERE,TO KNOW,FUTURO ANTERIORE,AVRÒ CONOSCIUTO,AVRAI CONOSCIUTO,AVRÀ CONOSCIUTO,AVREMO CONOSCIUTO,AVRETE CONOSCIUTO,AVRANNO CONOSCIUTO
CONOSCERE,TO KNOW,PRESENTE CONGIUNTIVO,CONOSCA,CONOSCA,CONOSCA,CONOSCIAMO,CONOSCIATE,CONOSCANO
CONOSCERE,TO KNOW,IMPERFETTO CONGIUNTIVO,CONOSCESSI,CONOSCESSI,CONOSCESSE,CONOSCESSIMO,CONOSCESTE,CONOSCESSERO
CONOSCERE,TO KNOW,PASSATO CONGIUNTIVO,ABBIA CONOSCIUTO,ABBIA CONOSCIUTO,ABBIA CONOSCIUTO,ABBIAMO CONOSCIUTO,ABBIATE CONOSCIUTO,ABBIANO CONOSCIUTO
CONOSCERE,TO KNOW,TRAPASSATO CONGIUNTIVO,AVESSI CONOSCIUTO,AVESSI CONOSCIUTO,AVESSE CONOSCIUTO,AVESSIMO CONOSCIUTO,AVESTE CONOSCIUTO,AVESSERO CONOSCIUTO
CONOSCERE,TO KNOW,PRESENTE CONDIZIONALE,CONOSCEREI,CONOSCERESTI,CONOSCEREBBE,CONOSCEREMMO,CONOSCERESTE,CONOSCEREBBERO
CONOSCERE,TO KNOW,PASSATO CONDIZIONALE,AVREI CONOSCIUTO,AVRESTI CONOSCIUTO,AVREBBE CONOSCIUTO,AVREMMO CONOSCIUTO,AVRESTE CONOSCIUTO,AVREBBERO CONOSCIUTO
CONOSCERE,TO KNOW,IMPERATIVO,,CONOSCI,CONOSCA,CONOSCIAMO,CONOSCETE,CONOSCANO
SENTIRE,TO HEAR,PRESENTE,SENTO,SENTI,SENTE,SENTIAMO,SENTITE,SENTONO
SENTIRE,TO HEAR,IMPERFETTO,SENTIVO,SENTIVI,SENTIVA,SENTIVAMO,SENTIVATE,SENTIVANO
SENTIRE,TO HEAR,PASSATO REMOTO,SENTII,SENTISTI,SENTÌ,SENTIMMO,SENTISTE,SENTIRONO
SENTIRE,TO HEAR,FUTURO SEMPLICE,SENTIRÒ,SENTIRAI,SENTIRÀ,SENTIREMO,SENTIRETE,SENTIRANNO
SENTIRE,TO HEAR,PASSATO PROSSIMO,HO SENTITO,HAI SENTITO,HA SENTITO,ABBIAMO SENTITO,AVETE SENTITO,HANNO SENTITO
SENTIRE,TO HEAR,TRAPASSATO PROSSIMO,AVEVO SENTITO,AVEVI SENTITO,AVEVA SENTITO,AVEVAMO SENTITO,AVEVATE SENTITO,AVEVANO SENTITO
SENTIRE,TO HEAR,TRAPASSATO REMOTO,EBBI SENTITO,AVESTI SENTITO,EBBE SENTITO,AVEMMO SENTITO,AVESTE SENTITO,EBBERO SENTITO
SENTIRE,TO HEAR,FUTURO ANTERIORE,AVRÒ SENTITO,AVRAI SENTITO,AVRÀ SENTITO,AVREMO SENTITO,AVRETE SENTITO,AVRANNO SENTITO
SENTIRE,TO HEAR,PRESENTE CONGIUNTIVO,SENTA,SENTA,SENTA,SENTIAMO,SENTIATE,SENTANO
SENTIRE,TO HEAR,IMPERFETTO CONGIUNTIVO,SENTISSI,SENTISSI,SENTISSE,SENTISSIMO,SENTISTE,SENTISSERO
SENTIRE,TO HEAR,PASSATO CONGIUNTIVO,ABBIA SENTITO,ABBIA SENTITO,ABBIA SENTITO,ABBIAMO SENTITO,ABBIATE SENTITO,ABBIANO SENTITO
SENTIRE,TO HEAR,TRAPASSATO CONGIUNTIVO,AVESSI SENTITO,AVESSI SENTITO,AVESSE SENTITO,AVESSIMO SENTITO,AVESTE SENTITO,AVESSERO SENTITO
SENTIRE,TO HEAR,PRESENTE CONDIZIONALE,SENTIREI,SENTIRESTI,SENTIREBBE,SENTIREMMO,SENTIRESTE,SENTIREBBERO
SENTIRE,TO HEAR,PASSATO CONDIZIONALE,AVREI SENTITO,AVRESTI SENTITO,AVREBBE SENTITO,AVREMMO SENTITO,AVRESTE SENTITO,AVREBBERO SENTITO
SENTIRE,TO HEAR,IMPERATIVO,,SENTI,SENTA,SENTIAMO,SENTITE,SENTANO
GIOCARE,TO PLAY,PRESENTE,GI(U)OCO,GI(U)OCHI,GI(U)OCA,GIOCHIAMO,GIOCATE,GI(U)OCANO
GIOCARE,TO PLAY,IMPERFETTO,GIOCAVO,GIOCAVI,GIOCAVA,GIOCAVAMO,GIOCAVATE,GIOCAVANO
GIOCARE,TO PLAY,PASSATO REMOTO,GIOCAI,GIOCASTI,GIOCÒ,GIOCAMMO,GIOCASTE,GIOCARONO
GIOCARE,TO PLAY,FUTURO SEMPLICE,GIOCHERÒ,GIOCHERAI,GIOCHERÀ,GIOCHEREMO,GIOCHERETE,GIOCHERANNO
GIOCARE,TO PLAY,PASSATO PROSSIMO,HO GIOCATO,HAI GIOCATO,HA GIOCATO,ABBIAMO GIOCATO,AVETE GIOCATO,HANNO GIOCATO
GIOCARE,TO PLAY,TRAPASSATO PROSSIMO,AVEVO GIOCATO,AVEVI GIOCATO,AVEVA GIOCATO,AVEVAMO GIOCATO,AVEVATE GIOCATO,AVEVANO GIOCATO
GIOCARE,TO PLAY,TRAPASSATO REMOTO,EBBI GIOCATO,AVESTI GIOCATO,EBBE GIOCATO,AVEMMO GIOCATO,AVESTE GIOCATO,EBBERO GIOCATO
GIOCARE,TO PLAY,FUTURO ANTERIORE,AVRÒ GIOCATO,AVRAI GIOCATO,AVRÀ GIOCATO,AVREMO GIOCATO,AVRETE GIOCATO,AVRANNO GIOCATO
GIOCARE,TO PLAY,PRESENTE CONGIUNTIVO,GI(U)OCHI,GI(U)OCHI,GI(U)OCHI,GIOCHIAMO,GIOCHIATE,GI(U)OCHINO
GIOCARE,TO PLAY,IMPERFETTO CONGIUNTIVO,GIOCASSI,GIOCASSI,GIOCASSE,GIOCASSIMO,GIOCASTE,GIOCASSERO
GIOCARE,TO PLAY,PASSATO CONGIUNTIVO,ABBIA GIOCATO,ABBIA GIOCATO,ABBIA GIOCATO,ABBIAMO GIOCATO,ABBIATE GIOCATO,ABBIANO GIOCATO
GIOCARE,TO PLAY,TRAPASSATO CONGIUNTIVO,AVESSI GIOCATO,AVESSI GIOCATO,AVESSE GIOCATO,AVESSIMO GIOCATO,AVESTE GIOCATO,AVESSERO GIOCATO
GIOCARE,TO PLAY,PRESENTE CONDIZIONALE,GIOCHEREI,GIOCHERESTI,GIOCHEREBBE,GIOCHEREMMO,GIOCHERESTE,GIOCHEREBBERO
GIOCARE,TO PLAY,PASSATO CONDIZIONALE,AVREI GIOCATO,AVRESTI GIOCATO,AVREBBE GIOCATO,AVREMMO GIOCATO,AVRESTE GIOCATO,AVREBBERO GIOCATO
GIOCARE,TO PLAY,IMPERATIVO,,GI(U)OCA,GI(U)OCHI,GIOCHIAMO,GIOCATE,GI(U)OCHINO
STUDIARE,TO STUDY,PRESENTE,STUDIO,STUDI,STUDIA,STUDIAMO,STUDIATE,STUDIANO
STUDIARE,TO STUDY,IMPERFETTO,STUDIAVO,STUDIAVI,STUDIAVA,STUDIAVAMO,STUDIAVATE,STUDIAVANO
STUDIARE,TO STUDY,PASSATO REMOTO,STUDIAI,STUDIASTI,STUDIÒ,STUDIAMMO,STUDIASTE,STUDIARONO
STUDIARE,TO STUDY,FUTURO SEMPLICE,STUDIERÒ,STUDIERAI,STUDIERÀ,STUDIEREMO,STUDIERETE,STUDIERANNO
STUDIARE,TO STUDY,PASSATO PROSSIMO,HO STUDIATO,HAI STUDIATO,HA STUDIATO,ABBIAMO STUDIATO,AVETE STUDIATO,HANNO STUDIATO
STUDIARE,TO STUDY,TRAPASSATO PROSSIMO,AVEVO STUDIATO,AVEVI STUDIATO,AVEVA STUDIATO,AVEVAMO STUDIATO,AVEVATE STUDIATO,AVEVANO STUDIATO
STUDIARE,TO STUDY,TRAPASSATO REMOTO,EBBI STUDIATO,AVESTI STUDIATO,EBBE STUDIATO,AVEMMO STUDIATO,AVESTE STUDIATO,EBBERO STUDIATO
STUDIARE,TO STUDY,FUTURO ANTERIORE,AVRÒ STUDIATO,AVRAI STUDIATO,AVRÀ STUDIATO,AVREMO STUDIATO,AVRETE STUDIATO,AVRANNO STUDIATO
STUDIARE,TO STUDY,PRESENTE CONGIUNTIVO,STUDI,STUDI,STUDI,STUDIAMO,STUDIATE,STUDINO
STUDIARE,TO STUDY,IMPERFETTO CONGIUNTIVO,STUDIASSI,STUDIASSI,STUDIASSE,STUDIASSIMO,STUDIASTE,STUDIASSERO
STUDIARE,TO STUDY,PASSATO CONGIUNTIVO,ABBIA STUDIATO,ABBIA STUDIATO,ABBIA STUDIATO,ABBIAMO STUDIATO,ABBIATE STUDIATO,ABBIANO STUDIATO
STUDIARE,TO STUDY,TRAPASSATO CONGIUNTIVO,AVESSI STUDIATO,AVESSI STUDIATO,AVESSE STUDIATO,AVESSIMO STUDIATO,AVESTE STUDIATO,AVESSERO STUDIATO
STUDIARE,TO STUDY,PRESENTE CONDIZIONALE,STUDIEREI,STUDIERESTI,STUDIEREBBE,STUDIEREMMO,STUDIERESTE,STUDIEREBBERO
STUDIARE,TO STUDY,PASSATO CONDIZIONALE,AVREI STUDIATO,AVRESTI STUDIATO,AVREBBE STUDIATO,AVREMMO STUDIATO,AVRESTE STUDIATO,AVREBBERO STUDIATO
STUDIARE,TO STUDY,IMPERATIVO,,STUDIA,STUDI,STUDIAMO,STUDIATE,STUDINO
CHIEDERE,TO ASK,PRESENTE,CHIEDO,CHIEDI,CHIEDE,CHIEDIAMO,CHIEDETE,CHIEDONO
CHIEDERE,TO ASK,IMPERFETTO,CHIEDEVO,CHIEDEVI,CHIEDEVA,CHIEDEVAMO,CHIEDEVATE,CHIEDEVANO
CHIEDERE,TO ASK,PASSATO REMOTO,CHIESI,CHIEDESTI,CHIESE,CHIEDEMMO,CHIEDESTE,CHIESERO
CHIEDERE,TO ASK,FUTURO SEMPLICE,CHIEDERÒ,CHIEDERAI,CHIEDERÀ,CHIEDEREMO,CHIEDERETE,CHIEDERANNO
CHIEDERE,TO ASK,PASSATO PROSSIMO,HO CHIESTO,HAI CHIESTO,HA CHIESTO,ABBIAMO CHIESTO,AVETE CHIESTO,HANNO CHIESTO
CHIEDERE,TO ASK,TRAPASSATO PROSSIMO,AVEVO CHIESTO,AVEVI CHIESTO,AVEVA CHIESTO,AVEVAMO CHIESTO,AVEVATE CHIESTO,AVEVANO CHIESTO
CHIEDERE,TO ASK,TRAPASSATO REMOTO,EBBI CHIESTO,AVESTI CHIESTO,EBBE CHIESTO,AVEMMO CHIESTO,AVESTE CHIESTO,EBBERO CHIESTO
CHIEDERE,TO ASK,FUTURO ANTERIORE,AVRÒ CHIESTO,AVRAI CHIESTO,AVRÀ CHIESTO,AVREMO CHIESTO,AVRETE CHIESTO,AVRANNO CHIESTO
CHIEDERE,TO ASK,PRESENTE CONGIUNTIVO,CHIEDA,CHIEDA,CHIEDA,CHIEDIAMO,CHIEDIATE,CHIEDANO
CHIEDERE,TO ASK,IMPERFETTO CONGIUNTIVO,CHIEDESSI,CHIEDESSI,CHIEDESSE,CHIEDESSIMO,CHIEDESTE,CHIEDESSERO
CHIEDERE,TO ASK,PASSATO CONGIUNTIVO,ABBIA CHIESTO,ABBIA CHIESTO,ABBIA CHIESTO,ABBIAMO CHIESTO,ABBIATE CHIESTO,ABBIANO CHIESTO
CHIEDERE,TO ASK,TRAPASSATO CONGIUNTIVO,AVESSI CHIESTO,AVESSI CHIESTO,AVESSE CHIESTO,AVESSIMO CHIESTO,AVESTE CHIESTO,AVESSERO CHIESTO
CHIEDERE,TO ASK,PRESENTE CONDIZIONALE,CHIEDEREI,CHIEDERESTI,CHIEDEREBBE,CHIEDEREMMO,CHIEDERESTE,CHIEDEREBBERO
CHIEDERE,TO ASK,PASSATO CONDIZIONALE,AVREI CHIESTO,AVRESTI CHIESTO,AVREBBE CHIESTO,AVREMMO CHIESTO,AVRESTE CHIESTO,AVREBBERO CHIESTO
CHIEDERE,TO ASK,IMPERATIVO,,CHIEDI,CHIEDA,CHIEDIAMO,CHIEDETE,CHIEDANO
TROVARE,TO FIND,PRESENTE,TROVO,TROVI,TROVA,TROVIAMO,TROVATE,TROVANO
TROVARE,TO FIND,IMPERFETTO,TROVAVO,TROVAVI,TROVAVA,TROVAVAMO,TROVAVATE,TROVAVANO
TROVARE,TO FIND,PASSATO REMOTO,TROVAI,TROVASTI,TROVÒ,TROVAMMO,TROVASTE,TROVARONO
TROVARE,TO FIND,FUTURO SEMPLICE,TROVERÒ,TROVERAI,TROVERÀ,TROVEREMO,TROVERETE,TROVERANNO
TROVARE,TO FIND,PASSATO PROSSIMO,HO TROVATO,HAI TROVATO,HA TROVATO,ABBIAMO TROVATO,AVETE TROVATO,HANNO TROVATO
TROVARE,TO FIND,TRAPASSATO PROSSIMO,AVEVO TROVATO,AVEVI TROVATO,AVEVA TROVATO,AVEVAMO TROVATO,AVEVATE TROVATO,AVEVANO TROVATO
TROVARE,TO FIND,TRAPASSATO REMOTO,EBBI TROVATO,AVESTI TROVATO,EBBE TROVATO,AVEMMO TROVATO,AVESTE TROVATO,EBBERO TROVATO
TROVARE,TO FIND,FUTURO ANTERIORE,AVRÒ TROVATO,AVRAI TROVATO,AVRÀ TROVATO,AVREMO TROVATO,AVRETE TROVATO,AVRANNO TROVATO
TROVARE,TO FIND,PRESENTE CONGIUNTIVO,TROVI,TROVI,TROVI,TROVIAMO,TROVIATE,TROVINO
TROVARE,TO FIND,IMPERFETTO CONGIUNTIVO,TROVASSI,TROVASSI,TROVASSE,TROVASSIMO,TROVASTE,TROVASSERO
TROVARE,TO FIND,PASSATO CONGIUNTIVO,ABBIA TROVATO,ABBIA TROVATO,ABBIA TROVATO,ABBIAMO TROVATO,ABBIATE TROVATO,ABBIANO TROVATO
TROVARE,TO FIND,TRAPASSATO CONGIUNTIVO,AVESSI TROVATO,AVESSI TROVATO,AVESSE TROVATO,AVESSIMO TROVATO,AVESTE TROVATO,AVESSERO TROVATO
TROVARE,TO FIND,PRESENTE CONDIZIONALE,TROVEREI,TROVERESTI,TROVEREBBE,TROVEREMMO,TROVERESTE,TROVEREBBERO
TROVARE,TO FIND,PASSATO CONDIZIONALE,AVREI TROVATO,AVRESTI TROVATO,AVREBBE TROVATO,AVREMMO TROVATO,AVRESTE TROVATO,AVREBBERO TROVATO
TROVARE,TO FIND,IMPERATIVO,,TROVA,TROVI,TROVIAMO,TROVATE,TROVINO
CREDERE,TO BELIEVE,PRESENTE,CREDO,CREDI,CREDE,CREDIAMO,CREDETE,CREDONO
CREDERE,TO BELIEVE,IMPERFETTO,CREDEVO,CREDEVI,CREDEVA,CREDEVAMO,CREDEVATE,CREDEVANO
CREDERE,TO BELIEVE,PASSATO REMOTO,"CREDETTI, CREDEI",CREDESTI,"CREDETTE, CREDÉ",CREDEMMO,CREDESTE,"CREDETTERO, CREDERONO"
CREDERE,TO BELIEVE,FUTURO SEMPLICE,CREDERÒ,CREDERAI,CREDERÀ,CREDEREMO,CREDERETE,CREDERANNO
CREDERE,TO BELIEVE,PASSATO PROSSIMO,HO CREDUTO,HAI CREDUTO,HA CREDUTO,ABBIAMO CREDUTO,AVETE CREDUTO,HANNO CREDUTO
CREDERE,TO BELIEVE,TRAPASSATO PROSSIMO,AVEVO CREDUTO,AVEVI CREDUTO,AVEVA CREDUTO,AVEVAMO CREDUTO,AVEVATE CREDUTO,AVEVANO CREDUTO
CREDERE,TO BELIEVE,TRAPASSATO REMOTO,EBBI CREDUTO,AVESTI CREDUTO,EBBE CREDUTO,AVEMMO CREDUTO,AVESTE CREDUTO,EBBERO CREDUTO
CREDERE,TO BELIEVE,FUTURO ANTERIORE,AVRÒ CREDUTO,AVRAI CREDUTO,AVRÀ CREDUTO,AVREMO CREDUTO,AVRETE CREDUTO,AVRANNO CREDUTO
CREDERE,TO BELIEVE,PRESENTE CONGIUNTIVO,CREDA,CREDA,CREDA,CREDIAMO,CREDIATE,CREDANO
CREDERE,TO BELIEVE,IMPERFETTO CONGIUNTIVO,CREDESSI,CREDESSI,CREDESSE,CREDESSIMO,CREDESTE,CREDESSERO
CREDERE,TO BELIEVE,PASSATO CONGIUNTIVO,ABBIA CREDUTO,ABBIA CREDUTO,ABBIA CREDUTO,ABBIAMO CREDUTO,ABBIATE CREDUTO,ABBIANO CREDUTO
CREDERE,TO BELIEVE,TRAPASSATO CONGIUNTIVO,AVESSI CREDUTO,AVESSI CREDUTO,AVESSE CREDUTO,AVESSIMO CREDUTO,AVESTE CREDUTO,AVESSERO CREDUTO
CREDERE,TO BELIEVE,PRESENTE CONDIZIONALE,CREDEREI,CREDERESTI,CREDEREBBE,CREDEREMMO,CREDERESTE,CREDEREBBERO
CREDERE,TO BELIEVE,PASSATO CONDIZIONALE,AVREI CREDUTO,AVRESTI CREDUTO,AVREBBE CREDUTO,AVREMMO CREDUTO,AVRESTE CREDUTO,AVREBBERO CREDUTO
CREDERE,TO BELIEVE,IMPERATIVO,,CREDI,CREDA,CREDIAMO,CREDETE,CREDANO
APRIRE,TO OPEN,PRESENTE,APRO,APRI,APRE,APRIAMO,APRITE,APRONO
APRIRE,TO OPEN,IMPERFETTO,APRIVO,APRIVI,APRIVA,APRIVAMO,APRIVATE,APRIVANO
APRIRE,TO OPEN,PASSATO REMOTO,"APRII, APERSI",APRISTI,"APRÌ, APERSE",APRIMMO,APRISTE,"APRIRONO, APERSERO"
APRIRE,TO OPEN,FUTURO SEMPLICE,APRIRÒ,APRIRAI,APRIRÀ,APRIREMO,APRIRETE,APRIRANNO
APRIRE,TO OPEN,PASSATO PROSSIMO,HO APERTO,HAI APERTO,HA APERTO,ABBIAMO APERTO,AVETE APERTO,HANNO APERTO
APRIRE,TO OPEN,TRAPASSATO PROSSIMO,AVEVO APERTO,AVEVI APERTO,AVEVA APERTO,AVEVAMO APERTO,AVEVATE APERTO,AVEVANO APERTO
APRIRE,TO OPEN,TRAPASSATO REMOTO,EBBI APERTO,AVESTI APERTO,EBBE APERTO,AVEMMO APERTO,AVESTE APERTO,EBBERO APERTO
APRIRE,TO OPEN,FUTURO ANTERIORE,AVRÒ APERTO,AVRAI APERTO,AVRÀ APERTO,AVREMO APERTO,AVRETE APERTO,AVRANNO APERTO
APRIRE,TO OPEN,PRESENTE CONGIUNTIVO,APRA,APRA,APRA,APRIAMO,APRIATE,APRANO
APRIRE,TO OPEN,IMPERFETTO CONGIUNTIVO,APRISSI,APRISSI,APRISSE,APRISSIMO,APRISTE,APRISSERO
APRIRE,TO OPEN,PASSATO CONGIUNTIVO,ABBIA APERTO,ABBIA APERTO,ABBIA APERTO,ABBIAMO APERTO,ABBIATE APERTO,ABBIANO APERTO
APRIRE,TO OPEN,TRAPASSATO CONGIUNTIVO,AVESSI APERTO,AVESSI APERTO,AVESSE APERTO,AVESSIMO APERTO,AVESTE APERTO,AVESSERO APERTO
APRIRE,TO OPEN,PRESENTE CONDIZIONALE,APRIREI,APRIRESTI,APRIREBBE,APRIREMMO,APRIRESTE,APRIREBBERO
APRIRE,TO OPEN,PASSATO CONDIZIONALE,AVREI APERTO,AVRESTI APERTO,AVREBBE APERTO,AVREMMO APERTO,AVRESTE APERTO,AVREBBERO APERTO
APRIRE,TO OPEN,IMPERATIVO,,APRI,APRA,APRIAMO,APRITE,APRANO
LAVORARE,TO WORK,PRESENTE,LAVORO,LAVORI,LAVORA,LAVORIAMO,LAVORATE,LAVORANO
LAVORARE,TO WORK,IMPERFETTO,LAVORAVO,LAVORAVI,LAVORAVA,LAVORAVAMO,LAVORAVATE,LAVORAVANO
LAVORARE,TO WORK,PASSATO REMOTO,LAVORAI,LAVORASTI,LAVORÒ,LAVORAMMO,LAVORASTE,LAVORARONO
LAVORARE,TO WORK,FUTURO SEMPLICE,LAVORERÒ,LAVORERAI,LAVORERÀ,LAVOREREMO,LAVORERETE,LAVORERANNO
LAVORARE,TO WORK,PASSATO PROSSIMO,HO LAVORATO,HAI LAVORATO,HA LAVORATO,ABBIAMO LAVORATO,AVETE LAVORATO,HANNO LAVORATO
